Customer Group,Set Source Warehouse,SO Item,Category,DELIVERY Note NO,DELIVERY Note DATE,DELIVERY Note ITEM,DELIVERY Note QTY,DN Total CBM,Transporter,PLACE Of SUPPLY
BlinkIT,HR11 - LORPL,LLHIAIP02,Home Improvements,DN-25-26-142711,14-02-26,LLHIAIP02,28,0.16128,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLHIAG01,Home Improvements,DN-25-26-142711,14-02-26,LLHIAG01,16,0.0153,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLHARS01,Home Improvements,DN-25-26-142711,14-02-26,LLHARS01,8,0.186116,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLGS22,Kitchen & Dining,DN-25-26-142711,14-02-26,LLGS22,18,0.91125,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLFGT28,Kitchen & Dining,DN-25-26-142711,14-02-26,LLFGT28,30,0.19575,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLFGK24,Kitchen & Dining,DN-25-26-142711,14-02-26,LLFGK24,16,0.162448,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLFGFP24,Kitchen & Dining,DN-25-26-142711,14-02-26,LLFGFP24,20,0.16185,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLFG3PC,Kitchen & Dining,DN-25-26-142711,14-02-26,LLFG3PC,6,0.08712,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLFAHGC01,Sports & Fitness,DN-25-26-142711,14-02-26,LLFAHGC01,28,0.022848,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLFAHG01,Sports & Fitness,DN-25-26-142711,14-02-26,LLFAHG01,2,0.001155,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLEWH18,Emerging Innovations,DN-25-26-142711,14-02-26,LLEWH18,27,0.0898128,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLEB05,SHA,DN-25-26-142711,14-02-26,LLEB05,12,0.045696,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLCTSLW03,Kitchen & Dining,DN-25-26-142711,14-02-26,LLCTSLW03,24,0.003564,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLCMNK01,Baby,DN-25-26-142711,14-02-26,LLCMNK01,34,0.50031,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLCMML108,Home Improvements,DN-25-26-142711,14-02-26,LLCMML108,60,0.6696,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLCLJC112,Home Improvements,DN-25-26-142711,14-02-26,LLCLJC112,25,0.025,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLCKSR01,Toys,DN-25-26-142711,14-02-26,LLCKSR01,10,0.9,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLCHR01,Toys,DN-25-26-142711,14-02-26,LLCHR01,11,0.64152,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLBTK03,Kitchen & Dining,DN-25-26-142711,14-02-26,LLBTK03,8,0.01216,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLBTK02,Kitchen & Dining,DN-25-26-142711,14-02-26,LLBTK02,16,0.02432,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLBT03,Kitchen & Dining,DN-25-26-142711,14-02-26,LLBT03,14,0.02983925,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLBT02,Kitchen & Dining,DN-25-26-142711,14-02-26,LLBT02,6,0.008775,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLBLB03,Kitchen & Dining,DN-25-26-142711,14-02-26,LLBLB03,24,0.061824,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLBAHF12,Home Improvements,DN-25-26-142711,14-02-26,LLBAHF12,22,0.03696,Loadit Supply Services Pvt Ltd,Lucknow_Uttar Pradesh
Corporate Sales Debtors,HR11 - LORPL,LLPJH30,Electronics,DN-25-26-141898,12-02-26,LLPJH30,1,0.00546,DTDC EXPRESS LIMITED,Faridabad_Haryana
INTERNAL COMPANY,HR11 - LORPL,LLHIDD02,Home Improvements,DN-25-26-141920-1,12-02-26,LLHIDD02,3,0.0573768,DTDC EXPRESS LIMITED,
INTERNAL COMPANY,HR11 - LORPL,LLYM99,Sports & Fitness,DN-25-26-142576,14-02-26,LLYM99,2,0.035258,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLYM98,Sports & Fitness,DN-25-26-142576,14-02-26,LLYM98,21,0.370209,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLYM97,Sports & Fitness,DN-25-26-142576,14-02-26,LLYM97,1,0.01734,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLYM96,Sports & Fitness,DN-25-26-142576,14-02-26,LLYM96,5,0.05978,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLYM93,Sports & Fitness,DN-25-26-142576,14-02-26,LLYM93,1,0.011956,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLYM92,Sports & Fitness,DN-25-26-142576,14-02-26,LLYM92,27,0.237168,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLYM91,Sports & Fitness,DN-25-26-142576,14-02-26,LLYM91,20,0.17568,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLWS81,Health Care Devices,DN-25-26-142576,14-02-26,LLWS81,1,0.004205,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLWS18,Health Care Devices,DN-25-26-142576,14-02-26,LLWS18,6,0.02523,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLWC02,Kitchen & Dining,DN-25-26-142576,14-02-26,LLWC02,8,0.009072,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLVC20,Premium SHA,DN-25-26-142576,14-02-26,LLVC20,1,0.069264,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLTW02,Kitchen & Dining,DN-25-26-142576,14-02-26,LLTW02,6,0.017496,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLTM153,Sports & Fitness,DN-25-26-142576,14-02-26,LLTM153,3,1.0915875,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLTM09A,Sports & Fitness,DN-25-26-142576,14-02-26,LLTM09A,2,0.4799076,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLTF904,Seasonal,DN-25-26-142576,14-02-26,LLTF904,2,0.099225,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLSWH111,Seasonal,DN-25-26-142576,14-02-26,LLSWH111,9,0.559872,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLSH921,Seasonal,DN-25-26-142576,14-02-26,LLSH921,1,0.03995,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLSB06,Sports & Fitness,DN-25-26-142576,14-02-26,LLSB06,2,0.330096,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLS99,Health Care Devices,DN-25-26-142576,14-02-26,LLS99,17,0.0445315,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLS108,Health Care Devices,DN-25-26-142576,14-02-26,LLS108,4,0.012096,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLRB05,Sports & Fitness,DN-25-26-142576,14-02-26,LLRB05,1,0.0003825,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLQH925,Seasonal,DN-25-26-142576,14-02-26,LLQH925,10,0.2016,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLQH923,Seasonal,DN-25-26-142576,14-02-26,LLQH923,1,0.027246375,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLQH922,Seasonal,DN-25-26-142576,14-02-26,LLQH922,27,0.116424,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPT09,Premium SHA,DN-25-26-142576,14-02-26,LLPT09,1,0.006656,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLOT10,Premium SHA,DN-25-26-142576,14-02-26,LLOT10,1,0.035178,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLOBS27,Health Care Devices,DN-25-26-142576,14-02-26,LLOBS27,3,0.0111375,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLOBS09,Health Care Devices,DN-25-26-142576,14-02-26,LLOBS09,1,0.00309375,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLNBB001,SHA,DN-25-26-142576,14-02-26,LLNBB001,6,0.046332,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG93,SHA,DN-25-26-142576,14-02-26,LLMG93,67,1.1572575,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG92,SHA,DN-25-26-142576,14-02-26,LLMG92,1,0.019425,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG23,SHA,DN-25-26-142576,14-02-26,LLMG23,14,0.243432,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG20,SHA,DN-25-26-142576,14-02-26,LLMG20,1,0.01925,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLM612,Health Care Devices,DN-25-26-142576,14-02-26,LLM612,47,0.10575,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLM576,Health Care Devices,DN-25-26-142576,14-02-26,LLM576,1,0.006615,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLM477,Health Care Devices,DN-25-26-142576,14-02-26,LLM477,1,0.0671055,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKS01,Sports & Fitness,DN-25-26-142576,14-02-26,LLKS01,3,0.062127,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLJMG07,SHA,DN-25-26-142576,14-02-26,LLJMG07,1,0.038016,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLJMG02,SHA,DN-25-26-142576,14-02-26,LLJMG02,12,0.3888,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLHARS01,Home Improvements,DN-25-26-142576,14-02-26,LLHARS01,1,0.0232645,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLGS930,Kitchen & Dining,DN-25-26-142576,14-02-26,LLGS930,1,0.0444,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLGS902,Kitchen & Dining,DN-25-26-142576,14-02-26,LLGS902,1,0.010395,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLGS602,Kitchen & Dining,DN-25-26-142576,14-02-26,LLGS602,10,0.3528,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLFH922A,Seasonal,DN-25-26-142576,14-02-26,LLFH922A,3,0.0231,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLFAHGC01,Sports & Fitness,DN-25-26-142576,14-02-26,LLFAHGC01,116,0.094656,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLFAHG01,Sports & Fitness,DN-25-26-142576,14-02-26,LLFAHG01,10,0.005775,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLFAHG001,Sports & Fitness,DN-25-26-142576,14-02-26,LLFAHG001,5,0.00382375,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLEPC922,Premium SHA,DN-25-26-142576,14-02-26,LLEPC922,1,0.037026,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLEK60,SHA,DN-25-26-142576,14-02-26,LLEK60,10,0.0798,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLEK15,SHA,DN-25-26-142576,14-02-26,LLEK15,25,0.224825,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLDI18,Premium SHA,DN-25-26-142576,14-02-26,LLDI18,29,0.099528,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLCMBGS02,Kitchen & Dining,DN-25-26-142576,14-02-26,LLCMBGS02,2,0.06324,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLCK21,Kitchen & Dining,DN-25-26-142576,14-02-26,LLCK21,2,0.0155,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLBAHFH19,Home Improvements,DN-25-26-142576,14-02-26,LLBAHFH19,7,0.00442225,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLBAHFB01,Home Improvements,DN-25-26-142576,14-02-26,LLBAHFB01,9,0.01296,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLBAHF12,Home Improvements,DN-25-26-142576,14-02-26,LLBAHF12,23,0.03864,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLBAHF09,Home Improvements,DN-25-26-142576,14-02-26,LLBAHF09,14,0.02205,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLBACP01,Home Improvements,DN-25-26-142576,14-02-26,LLBACP01,7,0.009856,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPSR01,Home Improvements,DN-25-26-142228,13-02-26,LLPSR01,12,0.006,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPS03,Home Improvements,DN-25-26-142228,13-02-26,LLPS03,15,0.3312,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPS02,Home Improvements,DN-25-26-142228,13-02-26,LLPS02,3,0.058968,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPJEJ40,Electronics,DN-25-26-142228,13-02-26,LLPJEJ40,1,0.0069905,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPCW30,PCA,DN-25-26-142228,13-02-26,LLPCW30,1,0.00085,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPCW203,PCA,DN-25-26-142228,13-02-26,LLPCW203,1,0.0011,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPCW201,PCA,DN-25-26-142228,13-02-26,LLPCW201,1,0.001675,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPCW101,PCA,DN-25-26-142228,13-02-26,LLPCW101,1,0.0012495,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPCR04,Litt,DN-25-26-142228,13-02-26,LLPCR04,1,0.03542,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPCM03,PCA,DN-25-26-142228,13-02-26,LLPCM03,1,0.00048825,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPCB01,Litt,DN-25-26-142228,13-02-26,LLPCB01,2,0.0135,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPC54,Kitchen & Dining,DN-25-26-142228,13-02-26,LLPC54,2,0.0418,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLPB02,Sports & Fitness,DN-25-26-142228,13-02-26,LLPB02,1,0.00756,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLOT10,Premium SHA,DN-25-26-142228,13-02-26,LLOT10,2,0.035178,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLOPC09,Health Care Devices,DN-25-26-142228,13-02-26,LLOPC09,2,0.0098,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLOBS27,Health Care Devices,DN-25-26-142228,13-02-26,LLOBS27,1,0.0037125,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLNDR01,Sports & Fitness,DN-25-26-142228,13-02-26,LLNDR01,8,0.009216,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLNBB007,SHA,DN-25-26-142228,13-02-26,LLNBB007,1,0.014508,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLNBB006,SHA,DN-25-26-142228,13-02-26,LLNBB006,4,0.04738,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLNBB004,SHA,DN-25-26-142228,13-02-26,LLNBB004,54,0.363528,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLNBB003,SHA,DN-25-26-142228,13-02-26,LLNBB003,59,0.428904,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLNBB001,SHA,DN-25-26-142228,13-02-26,LLNBB001,13,0.100386,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMS02,Home Improvements,DN-25-26-142228,13-02-26,LLMS02,1,0.006489,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG93A,SHA,DN-25-26-142228,13-02-26,LLMG93A,3,0.0540225,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG93,SHA,DN-25-26-142228,13-02-26,LLMG93,31,0.5354475,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG92,SHA,DN-25-26-142228,13-02-26,LLMG92,2,0.03885,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG76,SHA,DN-25-26-142228,13-02-26,LLMG76,1,0.01757875,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG699,SHA,DN-25-26-142228,13-02-26,LLMG699,1,0.0205875,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG600_Small Jar,Spares,DN-25-26-142228,13-02-26,LLMG600_Small Jar,9,0.000009,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG45_500 WATT MIXER MOTOR,Spares,DN-25-26-142228,13-02-26,LLMG45_500 WATT MIXER MOTOR,1,0.000001,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG40,SHA,DN-25-26-142228,13-02-26,LLMG40,2,0.0432,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG39,SHA,DN-25-26-142228,13-02-26,LLMG39,7,0.163296,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG23,SHA,DN-25-26-142228,13-02-26,LLMG23,20,0.34776,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG21,SHA,DN-25-26-142228,13-02-26,LLMG21,2,0.0357,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG202,SHA,DN-25-26-142228,13-02-26,LLMG202,13,0.23967125,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG201,SHA,DN-25-26-142228,13-02-26,LLMG201,1,0.01633,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG200C,SHA,DN-25-26-142228,13-02-26,LLMG200C,5,0.09768,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG04,SHA,DN-25-26-142228,13-02-26,LLMG04,2,0.06831,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMG_Large Jar,Spares,DN-25-26-142228,13-02-26,LLMG_Large Jar,4,0.000004,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLMC01,SHA,DN-25-26-142228,13-02-26,LLMC01,28,0.179928,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLM99,Health Care Devices,DN-25-26-142228,13-02-26,LLM99,1,0.122911125,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLM72,Health Care Devices,DN-25-26-142228,13-02-26,LLM72,1,0.08122,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLM612A,Health Care Devices,DN-25-26-142228,13-02-26,LLM612A,1,0.00225,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLM612,Health Care Devices,DN-25-26-142228,13-02-26,LLM612,3,0.00675,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLLGWS002,Lawn and Garden,DN-25-26-142228,13-02-26,LLLGWS002,162,0.03402,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLLGTS001,Lawn and Garden,DN-25-26-142228,13-02-26,LLLGTS001,4,0.007843,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLLGSDT001,Lawn and Garden,DN-25-26-142228,13-02-26,LLLGSDT001,1,0.0037926,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLLGK001,Lawn and Garden,DN-25-26-142228,13-02-26,LLLGK001,1,0.001767,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLLGHS001,Lawn and Garden,DN-25-26-142228,13-02-26,LLLGHS001,9,0.055575,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLLGC001,Lawn and Garden,DN-25-26-142228,13-02-26,LLLGC001,2,0.018,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLLGBX001,Lawn and Garden,DN-25-26-142228,13-02-26,LLLGBX001,1,0.000531,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLLACP01,Home Improvements,DN-25-26-142228,13-02-26,LLLACP01,1,0.111418,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKTC11,Sports & Fitness,DN-25-26-142228,13-02-26,LLKTC11,1,0.059644,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKTC10,Sports & Fitness,DN-25-26-142228,13-02-26,LLKTC10,1,0.05619625,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKTC07,Sports & Fitness,DN-25-26-142228,13-02-26,LLKTC07,1,0.054432,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKTC06,Sports & Fitness,DN-25-26-142228,13-02-26,LLKTC06,1,0.06696,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKS25,Sports & Fitness,DN-25-26-142228,13-02-26,LLKS25,1,0.053792,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKS18,Sports & Fitness,DN-25-26-142228,13-02-26,LLKS18,2,0.039208,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKS17,Sports & Fitness,DN-25-26-142228,13-02-26,LLKS17,11,0.3350325,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKS13,Sports & Fitness,DN-25-26-142228,13-02-26,LLKS13,12,0.239304,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKS08,Sports & Fitness,DN-25-26-142228,13-02-26,LLKS08,1,0.015232,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKS06,Sports & Fitness,DN-25-26-142228,13-02-26,LLKS06,1,0.02184,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKS03,Sports & Fitness,DN-25-26-142228,13-02-26,LLKS03,1,0.021476,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKS01,Sports & Fitness,DN-25-26-142228,13-02-26,LLKS01,5,0.103545,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKPHCT07,Sports & Fitness,DN-25-26-142228,13-02-26,LLKPHCT07,3,0.23712,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKPCTC12,Cycle,DN-25-26-142228,13-02-26,LLKPCTC12,1,0.061236,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKPCTC11,Sports & Fitness,DN-25-26-142228,13-02-26,LLKPCTC11,2,0.119288,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKPCTC05,Sports & Fitness,DN-25-26-142228,13-02-26,LLKPCTC05,13,0.706563,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKPCTC04,Sports & Fitness,DN-25-26-142228,13-02-26,LLKPCTC04,8,0.40176,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLKAFB05,Home Improvements,DN-25-26-142228,13-02-26,LLKAFB05,1,0.020088,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLJMG10,SHA,DN-25-26-142228,13-02-26,LLJMG10,1,0.0364,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLITD01,Home Improvements,DN-25-26-142228,13-02-26,LLITD01,1,0.03128598,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLIRC001,SHA,DN-25-26-142228,13-02-26,LLIRC001,3,0.0525525,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLINSTMU01 Installation Kit,Spares,DN-25-26-142228,13-02-26,LLINSTMU01 Installation Kit,1,0.000001,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLIDCKR03,Kitchen & Dining,DN-25-26-142228,13-02-26,LLIDCKR03,15,0.11718,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLICB01,Kitchen & Dining,DN-25-26-142228,13-02-26,LLICB01,4,0.024624,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLIC60,SHA,DN-25-26-142228,13-02-26,LLIC60,1,0.010608,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLIC20,SHA,DN-25-26-142228,13-02-26,LLIC20,1,0.010944,DHATTARWAL LOGISTICS,
INTERNAL COMPANY,HR11 - LORPL,LLIC104,SHA,DN-25-26-142228,13-02-26,LLIC104,1,0.016046875,DHATTARWAL LOGISTICS,
